Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Abu Dhabi,13,9,Di Resta,Buemi,Yes,11
Abu Dhabi,13,18,Kobayashi,Glock,,
Abu Dhabi,14,9,Buemi,Di Resta,Yes,8
Abu Dhabi,14,9,Di Resta,Buemi,Yes,10
Abu Dhabi,14,9,Buemi,Di Resta,Yes,12
Abu Dhabi,14,19,Perez,Glock,,
Abu Dhabi,15,3,Webber,Button,Yes,12
Abu Dhabi,15,3,Button,Webber,Yes,14
Abu Dhabi,15,17,Kobayashi,Trulli,,
Abu Dhabi,16,6,Sutil,Schumacher,,
Abu Dhabi,17,10,Schumacher,Petrov,Replay,19
Abu Dhabi,17,16,Perez,Trulli,,
Abu Dhabi,17,22,Alguersuari,D'Ambrosio,,
Abu Dhabi,18,14,Kobayashi,Senna,,
Abu Dhabi,18,20,Alguersuari,Ricciardo,,
Abu Dhabi,19,19,Alguersuari,Liuzzi,,
Abu Dhabi,20,8,Schumacher,Di Resta,Yes,8
Abu Dhabi,21,10,Kobayashi,Maldonado,Replay,11
Abu Dhabi,21,19,Trulli,Liuzzi,,
Abu Dhabi,23,16,Senna,Glock,Yes,8
Abu Dhabi,24,14,Barrichello,Kovalainen,,
Abu Dhabi,24,17,Alguersuari,Glock,Yes,11
Abu Dhabi,30,4,Webber,Massa,Yes,8
Abu Dhabi,30,4,Massa,Webber,Yes,11
Abu Dhabi,30,14,Perez,Maldonado,,
Abu Dhabi,31,16,Maldonado,Alguersuari,Yes,8
Abu Dhabi,32,10,Barrichello,Petrov,,
Abu Dhabi,33,11,Di Resta,Petrov,Yes,8
Abu Dhabi,33,13,Perez,Kovalainen,,
Abu Dhabi,36,13,Barrichello,Kovalainen,Replay,11
Abu Dhabi,38,10,Perez,Petrov,Yes,8
Abu Dhabi,38,17,Alguersuari,Trulli,,
Abu Dhabi,42,4,Webber,Button,Yes,8
Abu Dhabi,42,16,Alguersuari,Kovalainen,,
Abu Dhabi,45,3,Webber,Rosberg,Yes,11
Abu Dhabi,45,15,Alguersuari,Senna,Yes,8
Abu Dhabi,46,10,Kobayashi,Perez,Yes,11
Brazil,2,10,Schumacher,Di Resta,Yes,1
Brazil,2,13,Kobayashi,Buemi,,
Brazil,2,15,Perez,Kovalainen,,
Brazil,2,18,Barrichello,Trulli,,
Brazil,2,19,Maldonado,Trulli,,
Brazil,3,16,Alguersuari,Kovalainen,,
Brazil,3,17,Barrichello,Kovalainen,Yes,4
Brazil,4,18,Maldonado,Kovalainen,,
Brazil,10,9,Schumacher,Senna,Yes,1
Brazil,11,3,Alonso,Button,Yes,6
Brazil,16,13,Sutil,Barrichello,,
Brazil,17,15,Petrov,Kovalainen,,
Brazil,18,19,Kovalainen,D'Ambrosio,,
Brazil,19,9,Sutil,Perez,Yes,Finish Line
Brazil,19,10,Sutil,Alguersuari,,
Brazil,21,1,Vettel,Massa,Yes,4
Brazil,21,9,Rosberg,Alguersuari,Yes,1
Brazil,22,15,Barrichello,Trulli,Replay,4
Brazil,26,16,Maldonado,Senna,Yes,4
Brazil,26,19,Schumacher,Trulli,Replay,1
Brazil,28,16,Kovalainen,Senna,,
Brazil,36,18,Schumacher,Trulli,,
Brazil,37,8,Sutil,Di Resta,Yes,1
Brazil,38,17,Schumacher,Senna,,
Brazil,39,4,Button,Massa,Yes,4
Brazil,42,10,Alguersuari,Buemi,,
Brazil,45,16,Schumacher,Kovalainen,,
Brazil,49,11,Alguersuari,Buemi,,
Brazil,50,6,Sutil,Rosberg,Yes,1
Brazil,53,13,Perez,Barrichello,Yes,4
Brazil,62,3,Button,Alonso,Yes,4
